codelen	nnei	nind	nnon	npat	nsite	pCL	pFN	pCL2	pFN2	pCF	q
432	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
434	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
248	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
53	90	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
133	31	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
647	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
34	80	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
37	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
147	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
336	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
96	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
578	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
44	53	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
58	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
57	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
661	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
332	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
34	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
246	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
103	21	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
192	15	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
165	16	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
254	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
13	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
118	211	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
617	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
47	29	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
97	48	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
113	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
235	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
41	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
780	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
3	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
242	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
126	83	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
303	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
51	37	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
113	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
102	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
110	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
541	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
102	33	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
112	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
65	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
108	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
110	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
596	30	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
75	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
74	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
74	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
74	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
74	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
151	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
74	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
74	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
74	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
151	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
89	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
74	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
74	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
250	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
251	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
249	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
244	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
245	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
247	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
25	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
97	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
712	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
445	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
98	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
488	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
90	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
45	49	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
112	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
110	50	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
112	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
114	33	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
48	202	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
292	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
414	51	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
120	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
461	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
169	49	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
521	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
180	19	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
299	18	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
49	31	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
127	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
48	31	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
815	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
729	19	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
84	126	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
384	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
410	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
410	13	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
138	145	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
244	41	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
186	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
607	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
981	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
365	30	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
196	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
206	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
55	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
32	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
32	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
31	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
33	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
69	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
49	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
79	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
31	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
283	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
432	6	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
181	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
500	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
952	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
155	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
140	133	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1385	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
620	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
189	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
712	25	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
63	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
184	16	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
219	13	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
125	88	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
440	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
102	20	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
356	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
168	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
115	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
983	38	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
712	20	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
372	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
186	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
107	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
627	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
354	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
10	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
63	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
219	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
29	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
199	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
239	14	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
118	121	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
35	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
35	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
162	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
832	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
18	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
132	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
115	186	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
136	69	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
56	41	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
566	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
615	51	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
635	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
929	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
634	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
340	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
86	35	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
605	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
229	72	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
23	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
48	161	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
113	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
99	77	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
62	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
89	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
27	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
992	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
92	21	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
20	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
86	235	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
89	42	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
122	6	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
270	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
49	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
416	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
362	27	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
564	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1176	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
109	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
860	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
731	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
535	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
136	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
263	77	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
33	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
406	15	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
984	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
307	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
48	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
272	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
866	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
266	41	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
503	20	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
93	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
390	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
269	48	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
304	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
176	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
107	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
186	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
121	48	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
189	28	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
151	89	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
77	18	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
242	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
155	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
394	13	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
43	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
66	18	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
368	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
309	23	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
215	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
116	60	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1366	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
683	34	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
366	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
652	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
173	48	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
137	18	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
186	24	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
973	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
140	35	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
375	21	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
684	22	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
357	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
205	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
548	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
288	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
210	207	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
551	26	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
357	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
189	16	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
887	15	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
261	77	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
433	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
458	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
127	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
106	83	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
746	23	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
193	59	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
187	13	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
141	94	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2449	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1335	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
386	20	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
2255	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
271	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
550	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
275	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
514	16	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1326	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1747	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
272	6	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
218	60	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
55	24	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
918	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
606	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1097	12	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
476	54	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
368	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
100	58	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
144	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1610	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
338	29	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
927	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
505	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
57	33	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
338	25	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
62	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
753	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
431	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
272	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
172	31	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
434	31	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
124	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
618	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
68	29	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
57	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
98	61	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
825	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
107	42	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
145	17	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
515	35	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
168	126	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
72	46	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
487	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
141	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
131	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
620	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
324	15	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
135	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
11	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
776	22	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
263	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
122	15	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
9	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
120	9	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
75	70	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
88	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
423	5	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
121	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
164	37	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1084	15	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
132	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1594	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
18	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
101	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
448	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
360	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
438	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
151	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
393	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
1286	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
262	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
179	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
593	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
506	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
83	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
144	90	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
68	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
282	11	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
149	24	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
263	10	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
797	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
156	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
160	25	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
159	54	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
265	8	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
200	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
113	3	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
308	4	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
22	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
224	38	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
267	19	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
367	24	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
155	19	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
6	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
359	7	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
680	2	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
77	48	0	0	0	0	NaN	NaN	NaN	NaN	NaN	1.000000e-16
